article_id,title,cited_by,pub_year
8051,"Survival with newly diagnosed metastatic prostate cancer in the “docetaxel era”: data from 917 patients in the control arm of the STAMPEDE trial (MRC PR08, CRUK/06/019)",61072,2015
8052,Optical properties of one-dimensional photonic crystals containing graphene-based hyperbolic metamaterials,409,2017
8053,IceCube sensitivity for low-energy neutrinos from nearby supernovae,52804,2011
8054,Stacked quantizers for compositional vector compression,23694,2014
8055,General relationships between abiotic soil properties and soil biota across spatial scales and different land-use types,9249,2012
8056,Soil respiration partitioning and its components in the total agro-ecosystem respiration,7167,2013
8057,Induction and repression of enzymes involved in exogenous purine compound utilization in Bacillus cereus,2242,1981
8058,Asymptotic layer coverage in deposition models without screening,14812,1992
8059,NAVER: Networked and Augmented Virtual Environment aRchitecture; design and implementation of VR framework for Gyeongju VR Theater,158,2003
8060,"HEMTT Dynamic Sensitivity to Small Obstacles at Low Velocities. Volume 1, Field Tests",201,1994
8061,An analytical solution for Parisian up-and-in calls,2497,2016
8062,The TiO2 (100)(1× 3) reconstruction: insights from ab initio calculations,41465,1996
8063,"Production of 2, 3-butanediol by engineered Saccharomyces cerevisiae",7217,2013
8064,Non-linear HVAC computations using least square support vector machines,27881,2009
8065,Highest genetic diversity at the northern range limit of the rare orchid Isotria medeoloides,1235,2012
8066,Silver nanoparticle antibacterial efficacy and resistance development in key bacterial species,551,2018
8067,High-sensitivity C-reactive protein and risk of sepsis,17481,2013
8068,An economic analysis of the market for archaeological services in the planning process,1718,1970
8069,Regional and sex-related differences in modulating effects of female sex steroids on ecto-5′-nucleotidase expression in the rat cerebral cortex and hippocampus,110,2016
8070,Brillouin spectroscopy on dried sonogels,1024,1996
8071,Quality of life and economic features in elderly asthmatics,5580,1970
8072,A dynamic model of electrically stimulated knee muscles in healthy and paraplegics,5027,1970
8073,Predictive control of an induction machine fed by a matrix converter with increased efficiency and reduced common-mode voltage,2690,2014
8074,Structures and stabilities of Au+ Arn (n= 1–6) clusters,3054,2009
8075,A 10-step safety management framework for construction small and medium-sized enterprises,819,2017
8076,"Search for supersymmetry in pp collisions at s= 8 TeV in events with a single lepton, large jet multiplicity, and multiple b jets",149860,2014
8077,The substitution of bonding for monitoring in venture capitalist relations with high technology enterprises,5954,1996
8078,Nano-structure of Iron Formed by Mechanical Grinding,2396,1992
8079,Geometric control and differential flatness of a quadrotor UAV with a cable-suspended load,3735,2013
8080,Capacity of dual-branch MRC system over correlated Nakagami-m fading channels with non-identical fading parameters and imbalanced average SNRs,29,1970
8081,Effect of different precursors in the chemical synthesis of ZnO nanocrystals,1938,1970
8082,Impact of detraining on bone loss in former collegiate female gymnasts,2764,2004
8083,Natural course of anterior segment ischemia after disinsertion of extraocular rectus muscles in an animal model,4549,2013
8084,Problem-solving ability and response to novelty in mountain chickadees (Poecile gambeli) from different elevations,3869,2015
8085,Application of artificial cavitation for reducing ship drag,1373,1970
8086,Artsen en hun carrièrewensen: een literatuurverkenning.,1388,1970
8087,"O médico no processo de avaliação externa do Programa Nacional de Melhoria do Acesso e da Qualidade da Atenção Básica, ciclos I e II",926,1970
8088,Pathological effects of feeding young Oreochromis niloticus diets supplemented with different levels of aflatoxin,2536,1970
8089,Mining student information system records to predict students’ academic performance,71,2019
8090,Hypertension and salt intake in an urban population,3727,2003
8091,Durability of platinum-based fuel cell electrocatalysts: Dissolution of bulk and nanoscale platinum,16195,2016
8092,Vacuum packaging,1355,2016
8093,A density functional theory study of the hydrogen bond interactions in glycine dimers,1302,2007
8094,Time-resolved observation of protein allosteric communication,127,2017
8095,He II emission in extragalactic H II regions,60140,1991
8096,Altered allelic distributions of the serotonin transporter gene in migraine without aura and migraine with aura,74403,1998
8097,A long-life lithium-ion battery with a highly porous TiNb 2 O 7 anode for large-scale electrical energy storage,15415,1970
8098,Total-energy global optimizations using nonorthogonal localized orbitals,27120,1995
8099,Construction of a metabolome library for transcription factor-related single gene mutants of Saccharomyces cerevisiae,5425,2014
8100,Multifunctional mesoporous silica nanoparticles modified with tumor-shedable hyaluronic acid as carriers for doxorubicin,13987,2016
8101,Finite element modeling of gross motion of human cadavers in side impact,31145,1994
8102,High-speed pulsed thermography of thin metallic coatings,1050,1998
8103,"Evaluation of the fidelity of immunolabelling obtained with clone 5D8/1, a monoclonal antibody directed against the enteroviral capsid protein, VP1, in human pancreas",3521,2014
8104,Generalized synchronization of nonlinear chaotic systems through natural bioinspired controlling strategy,2858,1970
8105,Identification of protein stability determinants in chloroplasts,9249,2010
8106,A flat ship theory on bow and stern flows,2497,1970
8107,A modular strategy to prepare multivalent inhibitors of prostate-specific membrane antigen (PSMA),3084,2011
8108,Control condition design and implementation features in controlled trials: a meta-analysis of trials evaluating psychotherapy for depression,672,2014
8109,An evaluation of sequential model-based optimization for expensive blackbox functions,23694,2013
8110,Complexity of Supramolecular Assemblies,1776,1970
8111,Cumulant generating function formula of heat transfer in ballistic systems with lead-lead coupling,14812,2012
8112,First neutrino point-source results from the 22 string IceCube detector,52804,2009
8113,High performance top-gated ferroelectric field effect transistors based on two-dimensional ZnO nanosheets,18325,2017
8114,5′-Amino-4-imidazolecarboxamide riboside induces apoptosis in human neuroblastoma cells via the mitochondrial pathway,2242,2006
8115,2D/2D nano-hybrids of γ-MnO2 on reduced graphene oxide for catalytic ozonation and coupling peroxymonosulfate activation,29877,2016
8116,Effect of surface plasmon polaritons on the sensitivity of refractive index measurement using total internal reflection method,409,2015
8117,Nitrous Oxide and Ammonia Emissions from Biodigested Dairy Slurry.,7167,2007
8118,"A phase I trial of the selective oral cyclin-dependent kinase inhibitor seliciclib (CYC202; R-Roscovitine), administered twice daily for 7 days every 21 days",61072,2007
8119,"Isolation, cultivation and genomic analysis of magnetosome biomineralization genes of a new genus of South-seeking magnetotactic cocci within the Alphaproteobacteria",14521,2014
8120,Targeting groups: key workers' needs and aspirations,1718,2010
8121,The making of Kyongju VR theatre,158,2002
8122,Toxicity Evaluation of Engineered Nanomaterials: Risk Evaluation Tools (Phase 3 Studies),551,2012
8123,Identification of gene targets eliciting improved alcohol tolerance in Saccharomyces cerevisiae through inverse metabolic engineering,7217,2010
8124,Transmission advantage favors selfing allele in experimental populations of self‐incompatible Witheringia solanacea (Solanaceae),1235,2014
8125,Senescence-associated secretory phenotype and its possible role in chronic obstructive pulmonary disease,27881,2014
8126,Expression of ecto-nucleoside triphosphate diphosphohydrolase3 (NTPDase3) in the female rat brain during postnatal development,110,2016
8127,Variation in hippocampal morphology along an environmental gradient: controlling for the effects of day length,3869,2011
8128,Mycorrhizal networks: common goods of plants shared under unequal terms of trade,598,2012
8129,Predictors of body size stigmatization in Hispanic preschool children,2764,2008
8130,Reducing admissions utilizing the boston syncope criteria,17481,2012
8131,Carbon-aware routing in software defined inter data center network,29,2015
8132,Development of a safety performance index assessment tool by using a fuzzy structural equation model for construction sites,819,2018
8133,Prediction modeling for moisture sorption isotherms of rice starch/carboxymethyl cellulose from durian rind blend films,1355,1970
8134,Arabic Arithmetic Word Problems Solver,71,2017
8135,Parallel reactive tabu search for job shop scheduling problems considering peak shift of electric power energy consumption,6000,2017
8136,A census of finite automata,41465,1970
8137,Semiinvasive pulmonary aspergillosis in chronic obstructive pulmonary disease: radiologic and pathologic findings in nine patients,5580,2000
8138,Investigation of Al100− xFex amorphous powders prepared by ball milling,2396,1991
8139,Kwaliteit van de gezondheidszorg en keuze-informatie voor burgers,1388,1970
8140,Exponential stability of an attitude tracking control system on SO (3) for large-angle rotational maneuvers,3735,2012
8141,Measurement of the inclusive jet cross-section in pp collisions at  and comparison to the inclusive jet cross-section at  using the ATLAS detector,149860,2013
8142,Estratégias e desenvolvimento de garantia e controle de qualidade no ELSA-Brasil,3727,1970
8143,Imposed sinusoidal source and load currents for an indirect matrix converter,2690,2012
8144,ACS Sustainable Chem,3054,1970
8145,Ultrasound-processed silica xerogels behavior during heating,1024,1995
8146,"Transporters for ammonium, amino acids and peptides are expressed in pitchers of the carnivorous plant Nepenthes",9249,1999
8147,Estudo de propriedades físicas de nanomateriais produzidos por síntese mecânica,1938,2005
8148,Localized in vivo proton spectroscopy in the brain of patients with multiple sclerosis,74403,1991
